แต่ละวัน	ควรสร้างสรรค์	สิ่งแปลกใหม่	เช่นปั่นไฟ	โดยใช้เท้า	ถีบจักรยาน	Each day we should create novel things such as making electricity by riding a bicycle rapidly.
ผู้ก่อกรรม	ย่อมเห็นกรรม	ทำโดยตน	และส่งผล	กลับถึงตน	ช้าหรือเร็ว	Those who commit sins see their own guilt that will send back their consequences soon or later.
เหตุทุกขา	คือความอยาก	มากกิเลส	ผลอาเพศ	ยิ่งตามมา	ถ้าเพิ่มอยาก	The cause of miseries is a desire and passion. And more craving for things result in more ill-omened conditions.
การมองตน	คนหาความ	เข้าใจจริง	กลับเป็นสิ่ง	ทำยากยิ่ง	ของผู้คน	Introspection to see oneself for understanding is very difficult to do for most people.
สัตว์นานา	ตรงไปมา	ตามอารมณ์	เก่งสร้างปม	ปิดบังไว้	คือใจมนุษย์	Various animals are straightforward with their emotions but humans are good at creating a complex to hind them.
อุดมการณ์	ช่วยฝันหวาน	ในเวหา	ทุ่มปัญญา	สร้างพารา	ในอากาศ	An ideal helps to have a sweet dream in the air. They devote their intelligence to build a city in the sky.
กายใดใด	มิใช่เป็น	ของเราได้	ล้วนต้องตาย	สลายชั่ว	นิรันดร	Any physique cannot belong to us who have to have permanent cellular disintegration.
ขยะมาก	ยากกำจัด	มากทุกที	หาทางดี	ที่ช่วยโลก	ก่อนสายไป	More and more garbage is more difficult to be removed. Look for good ways to help the world before it's too late.
ไม่กล้าตาม	หาความรู้	ยิ่งอับจน	พวกยอดคน	ชอบไถ่ถาม	หาความรู้	No bravery to pursue knowledge leads to the end of the wit. Excellent ones like to ask for erudition
พุทธปัญญา	หาได้เป็น	ศาสนา	เป็นสัจจา	พาพ้นโลก	มายาได้	Buddha's wisdom is not a religion but the highest verity for us to survive the world of illusion.
ความสนุกสนาน	ผลาญเวลา	พร่าความคิด	อย่าเสพติด	คิดเป็นแค่	สิ่งผ่อนคลาย	Entertainment kills time and ruins ideas. Don't be addicted to it but think that it is only a relaxing way. 
ความฉลาด	การศึกษา	หาให้ได้	ธรรมทั้งหลาย	ได้จากใจ	ใฝ่ปฏิบัติ	Cleverness and education are searchable. A variety of dharma is obtained from attention to our observance.
อ่อนหวานคำ	อาจใจดำ	อำมหิต	เสพโลหิต	ผู้อื่นได้	ถ้าได้ที	Suave words may hide the merciless and ferocious heart that can suck the blood of others if possible.
ไม่รู้คุณ	ผู้ที่ขุน	สิ่งดีให้	เป็นนิสัย	พาไปสู่	ความวิบัติ	Ingratitude for a supporter who gives good things is a habit leading to a disaster.
เพื่อนดีดี	ไม่มีขวาง	ทางของเรา	อาจพลาดเขลา	ถ้าเราเดิน	สู่โลกต่ำ	Good comrades don't block our ways but we may make a stupid mistake if we walk to the base world.
หูไปนา	ตาไปไร้	ยังดีกว่า	สิ่งไร้ค่า	ไปสนใจ	ทำไมกัน	Use your ears and eyes to feel the farms because it's better than to have interest in worthless things.
แก่นธรรมา	องค์พุทธา	สอนอะไร	ดับอยากใคร่	ไฟกิเลส	เหตุตัณหา	"What gist of dharma does Buddha teach? He teaches how to extinguish desire, a fire of passion and causes of lust."
กายเน่าเหม็น	เป็นเพราะเซลล์	ตายทุกวัน	แค่บางวัน	ไม่อาบน้ำ	กลิ่นทรามเหม็น	A body smells foul because our cells die every day. Only one day without a bath makes a body have a bad odor.
สู้วันนี้	มีสิ่งจำ	ดีวันหน้า	สำเร็จมา	เพราะฟันฝ่า	ความล้มเหลว	Struggle today has good things to remember in the future because a success goes through failure.
ความสบาย	ทำลายเรา	ให้ขี้เกียจ	คอยเบียนเบียด	ฝีมือดี	ไม่มีพัฒน์	Comfortableness destroys us with indolence and it weakens dexterity without any development.
