แต่ละวัน,ควรสร้างสรรค์,สิ่งแปลกใหม่,เช่นปั่นไฟ,โดยใช้เท้า,ถีบจักรยาน
ยามวิวาท,สาดคำด่า,น่าหวั่นยิ่ง,เพราะความจริง,จากสิ่งด่า,หามีไม่
เชื่อใจคน,ย่อมจนใจ,ในหลายอย่าง,เชื่อหนทาง,หลายแหร่งใด,ให้ผลร้าย
หลายมนุษย์,ไม่หยุดเป็น,นักทำลาย,เราอย่าหมาย,ได้มอบรัก,ให้พวกนี้
อุปาทาน,ซ่านฝังใจ,สุดจะกู้,กลายเป็นผู้,บอดศรัทฑา,พางมงาย
โลภเงินตรา,ฆ่าหิริ,โอตตัปปะ,ฆ่าสัจจะ,เกียรติยศ,ให้หมดไป
ธรรมชาติ,สอนเรียนรู้,สู้อยู่รอด,ผ่านตลอด,ช่วยชีวี,มีความงาม
มีปัจจัย,ในธรรมชาติ,ที่สมบูรณ์,ย่อมเกื้อกูล,การเกิดได้,หลายชีวิต
ธรรมชาติ,สามารถปั้น,เสกสรรสุด,แม้มนุษย์,ไม่อาจเทียบ,เปรียบได้เลย
ความเพียรใด,ไหนจะเทียบ,ของมนุษย์,เพียรที่สุด,ไม่อาจหยุด,โดยเทวา
ชอบแต่รับ,ทรัพย์จากใคร,ให้ผลร้าย,คนยิ่งหน่าย,ยิ่งไม่ได้,สินจากใคร
ใจสงบ,พบได้เมื่อ,วุ่นกับงาน,เพราะสำราญ,ความขยัน,ความหมั่นเพียร
พวกนักปราชญ์,ได้ทาสเป็น,พวกสมบัติ,ทาสเด่นชัด,ของสมบัติ,คือพวกเขลา
โลกเหมือนกลวง,หลอกลวงกัน,นั้นมากมาย,มีหลายราย,ยังหลอกได้,แม้ตัวเอง
ทุกวันนี้,ถ้าชีวี,สุดขมขื่น,เปลี่ยนวันคืน,ทำสิ่งอื่น,แปลกใหม่บ้าง
ทรมา,ผ่านไปช้า,ย่อมทนได้,สิ่งเลวร้าย,ย่อมพ้นไป,ในวันหน้า
พวกหลงตน,จนน่าหน่าย,มากมายมี,คนพวกนี้,อีโก้สูง,แต่จิตไม่
สิ่งน่ากลัว,มิใช่ผี,ปีศาจใด,คนเป็นภัย,ใจอำมหิต,สิน่ากลัว
สมัยนี้,หญิงและชาย,ลวดลายเพียบ,เล่ห์กลเฉียบ,เทียบเท่ากัน,เรื่องอุบาย
ความประมาท,อาจเป็นแหล่ง,ความเสื่อมได้,สิ่งเสียหาย,ได้เกิดจาก,ความเลินเล่อ
รักสิ่งหนึ่ง,พึงพ่ายแพ้,รักอีกสิ่ง,เพราะรักจริง,ในสิ่งที่,มีค่ากว่า
หญิงสมันนี้,มีพิษเล่ห์,มากกว่าชาย,งูพิษร้าย,อย่าหมายเทียบ,หญิงมารยา
บ้างโง่เง่า,เฝ้าคิดว่า,ตนฉลาด,บ้างฉลาด,ไม่ตาดว่า,ตนงมงาย
พุทธรูป,หางนานา,บังตาใจ,คนส่วนใหญ่,จึงไม่เห็น,ถึงแก่นธรรม
เขาพอใจ,ในสิ่งที่,เขามีอยู่,ย่อมเป็นผู้,เป็นสุขแท้,แม้มักน้อย
งานเลี้ยงใด,ไร้แบบอย่าง,สร้างสาระ,เป็นผัสสะ,เตือนไว้ว่า,อย่างเยี่ยงอย่าง
ทำสิ่งใด,ถ้าไม่รู้,จะเป็นภัย,สนองให้,เจียนบรรลัย,หรือม้วยมรณ์
ได้มาง่าย,เสียไปง่าย,ได้เช่นกัน,ยิ่งยึดมั่น,การได้มา,ยิ่งพาทุกข์
ถ้าสิ่งใด,สะกิดใจ,ให้ระแวง,อย่าหน่ายแหนง,ความระวัง,ไม่พลั้งแผลอ
ถ้าชอบให้,โอกาสใคร,ให้ผลดี,โอกาสดี,มีตอบคืน,ให้ชื่นใจ
ภัยใดใด,ใกล้และไกล,ยังไม่ถึง,เหตุนี้จึง,ควรป้องกัน,อย่างมั่นใจ
โลภมากมาย,ลาภยิ่งหาย,ง่ายนักแล,ผลยิ่งแย่,ถ้ายิ่งแส่,อยากกระหาย
สุขอื่นใด,ไหนจะเทียบ,ความสงบ,และประสบ,ที่สะอาด,ปราศราคี
หลายสังคม,บ่มละคร,สวมหน้ากาก,สนองอย่าง,กิเลสลาก,สู่มายา
พวกโรงสี,มีแต่กอบ,โกยกำไร,ชาวนาไร่,ชอกช้ำใจ,ถูกสูบเลือด
วัดนานา,นำปฏิมา,มาขอทาน,พวกดักดาน,บริจาค,อยากกระหายบุญ
โลกงดงาม,ตามธรรมชาติ,สรรค์สร้างมา,คนชั่วช้า,เห็นแก่ตัว,มั่วทำลาย
